Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist,Seconds,len_byte_ratio,Track_sentiment,Track_pol_sub_mix
Phantom Lord,"James Hetfield, Lars Ulrich, Dave Mustaine",302053,9817143,0.99,Metal,Kill 'Em All,Metallica,302.053,0.030767912823516985,0.0,0.0
Don't Take Your Love From Me,,282331,9244238,0.99,Jazz,Up An' Atom,Gene Krupa,282.331,0.030541295020746977,0.5,0.3
On The Run,"Gilmour, Waters",214595,7206300,0.99,Rock,Dark Side Of The Moon,Pink Floyd,214.595,0.029778804657036206,0.0,0.0
Set It Off,Audioslave/Chris Cornell,263262,6321091,0.99,Rock,Audioslave,Audioslave,263.262,0.041648190162109675,0.0,0.0
Get Me Outta Here,C. Cester/N. Cester,176274,5729098,0.99,Alternative & Punk,Get Born,JET,176.274,0.030768194225338788,0.0,0.0
Surprise! You're Dead!,Faith No More,147226,4823036,0.99,Alternative & Punk,The Real Thing,Faith No More,147.226,0.030525585958719778,-0.25,-0.1
Linha Do Horizonte,Vários,279484,9275929,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim,279.484,0.03013002794652697,0.0,0.0
Cigano,,304692,10037362,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan,304.692,0.030355784717139823,0.0,0.0
She Wears Black,G Harvey/R Hope-Taylor,528666,17617944,0.99,Jazz,Blue Moods,Incognito,528.666,0.030007247156648927,-0.16666666666666666,-0.07222222222222222
Losfer Words,Steve Harris,252891,6074756,0.99,Metal,Powerslave,Iron Maiden,252.891,0.04162982019360119,0.0,0.0
Blood Brothers,Steve Harris,434442,17379456,0.99,Rock,Brave New World,Iron Maiden,434.442,0.024997445259506396,0.0,0.0
"War of the Gods, Pt. 2",,2923381,487899692,1.99,Sci Fi & Fantasy,"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),2923.381,0.005991766438745774,0.0,0.0
Let There Be Rock,AC/DC,366654,12021261,0.99,Rock,Let There Be Rock,AC/DC,366.654,0.03050046080856243,0.0,0.0
The Negotiation,,1767851,371663719,1.99,Comedy,"The Office, Season 3",The Office,1767.851,0.004756587500002926,0.0,0.0
Vida Boa,Fausto Nilo - Armandinho,281730,9411272,0.99,Latin,Prenda Minha,Caetano Veloso,281.73,0.029935379617122955,0.0,0.0
Fast And Loose,Clarke/Kilmister/Taylor,203337,6643350,0.99,Metal,Ace Of Spades,Motörhead,203.337,0.03060760008128429,0.06153846153846154,0.02674556213017752
They're Red Hot,Robert Johnson,71941,2382220,0.99,Alternative & Punk,Blood Sugar Sex Magik,Red Hot Chili Peppers,71.941,0.030199141976811547,0.125,0.053125000000000006
Dr. Heckyll & Mr. Jive,,278465,9110403,0.99,Rock,The Best Of Men At Work,Men At Work,278.465,0.030565607251402598,0.0,0.0
Territorial Pissings,Kurt Cobain,143281,4613880,0.99,Rock,Nevermind,Nirvana,143.281,0.031054340381631077,0.0,0.0
The Pan Piper,Miles Davis,233769,7593713,0.99,Jazz,The Essential Miles Davis [Disc 1],Miles Davis,233.769,0.030784545057207194,0.0,0.0
Ali,Nando Reis/Samuel Rosa,306390,10110351,0.99,Rock,Maquinarama,Skank,306.39,0.030304585864526366,0.0,0.0
Sangue De Bairro,Chico Science,132231,4415557,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,132.231,0.02994661828620942,0.0,0.0
Beijo do Olhar,Mônica Marianno,252682,8369029,0.99,World,Demorou...,Mônica Marianno,252.682,0.030192510983054307,0.0,0.0
Pretinha,,265273,8914579,0.99,Jazz,Quanta Gente Veio ver--Bônus De Carnaval,Gilberto Gil,265.273,0.029757210071277622,0.0,0.0
Fortuneteller,"Blackmore, Glover, Turner, Lord, Paice",349335,11369671,0.99,Rock,Slaves And Masters,Deep Purple,349.335,0.03072516346339309,0.0,0.0
Surrender,,287634,9422926,0.99,Jazz,Heart of the Night,Spyro Gyra,287.634,0.03052491338677604,0.0,0.0
Killers,Paul Di'Anno/Steve Harris,309995,10009697,0.99,Rock,The Beast Live,Paul D'Ianno,309.995,0.03096946890600185,0.0,0.0
Be Quick Or Be Dead,Bruce Dickinson/Janick Gers,196911,3151872,0.99,Metal,A Real Live One,Iron Maiden,196.911,0.062474300986842105,0.06666666666666665,0.029999999999999995
Pau-De-Arara,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",191660,6340649,0.99,Soundtrack,As Canções de Eu Tu Eles,Gilberto Gil,191.66,0.030227189677271206,0.0,0.0
On Mercury,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",208509,6834762,0.99,Rock,By The Way,Red Hot Chili Peppers,208.509,0.03050713397189251,0.0,0.0
On A Plain,Kurt Cobain,196440,6390635,0.99,Rock,Nevermind,Nirvana,196.44,0.030738729406389192,-0.21428571428571427,-0.07653061224489796
"Lost (Pilot, Part 2)",,2436583,204995876,1.99,TV Shows,"Lost, Season 1",Lost,2436.583,0.011886009843437045,0.0,0.0
O Bicho Tá Pregando,,171964,5683369,0.99,Hip Hop/Rap,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp,171.964,0.030257405422734297,0.0,0.0
Lookin' For A Reason,J.C. Fogerty,209789,6933135,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,209.789,0.03025889442510495,0.0,0.0
Be Yourself,"Cornell, Commerford, Morello, Wilk",279484,9106160,0.99,Alternative & Punk,Out Of Exile,Audioslave,279.484,0.030691751517653985,0.0,0.0
Não Sei O Que Eu Quero Da Vida,,151849,5024963,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,151.849,0.030218928975198425,0.0,0.0
Shamrocks And Shenanigans (Boom Shalock Lock Boom/Butch Vig Mix),E. Schrody/L. Dimant,237035,9483705,0.99,Hip Hop/Rap,House of Pain,House Of Pain,237.035,0.024993923788224116,0.0,0.0
Talk About The Passion,R.E.M.,203206,6725435,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.,203.206,0.03021455117773051,0.0,0.0
Rasul,Jeremy Wall,238315,7854737,0.99,Jazz,Morning Dance,Spyro Gyra,238.315,0.03034029019685828,0.0,0.0
Tim Tim Por Tim Tim,Vários,213237,7143328,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim,213.237,0.029851212208091244,0.0,0.0
Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia,,286741,4718950,0.99,Classical,Respighi:Pines of Rome,Eugene Ormandy,286.741,0.060763729219423815,0.0,0.0
Die Die My Darling,Danzig,149315,4867667,0.99,Metal,Garage Inc. (Disc 1),Metallica,149.315,0.0306748592292776,0.0,0.0
Enter Sandman,Apocalyptica,221701,7286305,0.99,Metal,Plays Metallica By Four Cellos,Apocalyptica,221.701,0.030427082039524836,0.0,0.0
Harvester Of Sorrow,James Hetfield and Lars Ulrich,345547,11377339,0.99,Metal,...And Justice For All,Metallica,345.547,0.03037151305766665,0.0,0.0
Child In Time (Son Of Aleric - Instrumental),"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",602880,19712753,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,602.88,0.030583247301886246,0.0,0.0
I'm A Greedy Man Pt.1,Charles Bobbitt/James Brown,217730,7251211,0.99,R&B/Soul,Sex Machine,James Brown,217.73,0.030026708642184045,0.0,0.0
The One I Love,R.E.M.,197355,6495125,0.99,Alternative & Punk,The Best Of R.E.M.: The IRS Years,R.E.M.,197.355,0.03038509651469371,0.5,0.3
Onibusfobia,,315977,10474904,0.99,Latin,Jota Quest-1995,Jota Quest,315.977,0.03016514518892011,0.0,0.0
O Estrangeiro,,374700,12472890,0.99,Latin,Minha Historia,Chico Buarque,374.7,0.03004115325317549,0.0,0.0
Voce Nao Entende Nada - Cotidiano,,421982,13885612,0.99,Latin,Minha Historia,Chico Buarque,421.982,0.030389874065327477,0.0,0.0
Planet Home,Jay Kay/Toby Smith,284447,9566237,0.99,R&B/Soul,Synkronized,Jamiroquai,284.447,0.029734471349601728,0.0,0.0
Give Peace a Chance,,274644,4448025,0.99,Pop,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,274.644,0.06174515655824776,0.0,0.0
Flor De Lis,Djavan,236355,7801108,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan,236.355,0.03029761926126391,0.0,0.0
Esperando Por Mim,Renato Russo,261668,8844133,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,261.668,0.02958661973988858,0.0,0.0
Iron Maiden,Steve Harris,351869,14076032,0.99,Rock,Rock In Rio [CD2],Iron Maiden,351.869,0.024997740840600535,0.0,0.0
Dead Horse,,257600,4394014,0.99,Rock,Use Your Illusion I,Guns N' Roses,257.6,0.05862521148089196,-0.2,-0.08000000000000002
Sheer Heart Attack,Taylor,207386,6642685,0.99,Rock,News Of The World,Queen,207.386,0.031220206889232292,0.0,0.0
Light My Fire,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",428329,13963351,0.99,Rock,The Doors,The Doors,428.329,0.030675229749649636,0.4,0.27999999999999997
Chão de Giz (Elba Ramalho),,274834,9016916,0.99,Latin,Vozes do MPB,Various Artists,274.834,0.03047982259122742,0.0,0.0
Waiting On A Sign,The Tea Party,261903,8558590,0.99,Alternative & Punk,Tangents,The Tea Party,261.903,0.030601185475644936,0.0,0.0
Wildest Dreams,Adrian Smith/Steve Harris,232777,9312384,0.99,Heavy Metal,Dance Of Death,Iron Maiden,232.777,0.02499649928525284,0.0,0.0
Murders In The Rue Morgue,Steve Harris,258377,6205786,0.99,Heavy Metal,Killers,Iron Maiden,258.377,0.04163485495632624,0.0,0.0
Pot-Pourri N.º 4,,392437,13125975,0.99,Bossa Nova,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,392.437,0.02989774092972141,0.0,0.0
The Witch,,258768,8725403,0.99,Rock,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,258.768,0.02965685367197366,0.0,0.0
Sobremesa,Chico Science,240091,7960868,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,240.091,0.030158897245878214,0.0,0.0
Outbreak,Jim Beard & Jon Herington,659226,21685807,0.99,Jazz,Outbreak,Dennis Chambers,659.226,0.030398960942518764,0.0,0.0
Construção / Deus Lhe Pague,,383059,12675305,0.99,Latin,Minha Historia,Chico Buarque,383.059,0.030220890148205507,0.0,0.0
My Funny Valentine (Live),Miles Davis,907520,29416781,0.99,Jazz,The Essential Miles Davis [Disc 2],Miles Davis,907.52,0.030850418337750825,0.19318181818181818,0.14488636363636365
Angel,Carolyn Franklin and Sonny Saunders,240561,7880256,0.99,Rock,Greatest Hits,Lenny Kravitz,240.561,0.030527053943425187,0.0,0.0
Heaven Can Wait,Steve Harris,441417,10596431,0.99,Metal,Somewhere in Time,Iron Maiden,441.417,0.041657139087679616,0.0,0.0
Company Man,,2601101,503786316,1.99,Drama,"Heroes, Season 1",Heroes,2601.101,0.005163103715584049,0.0,0.0
Perfect,Billy Corgan,203023,6734636,0.99,Alternative & Punk,Rotten Apples: Greatest Hits,Smashing Pumpkins,203.023,0.03014609846768259,1.0,1.0
Sleep On The Sidewalk,May,187428,6099840,0.99,Rock,News Of The World,Queen,187.428,0.030726707585772742,0.0,0.0
Domingo,Sérgio Britto/Toni Bellotto,208613,6883180,0.99,Alternative & Punk,Volume Dois,Titãs,208.613,0.030307648499676022,0.0,0.0
Seu Balancê,Paulinho Rezende/Toninho Geraes,219454,7311219,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,219.454,0.030016061617084647,0.0,0.0
Alive,Stone Gossard,341080,11176623,0.99,Rock,Ten,Pearl Jam,341.08,0.030517268051360416,0.1,0.04000000000000001
Get Up (I Feel Like Being A) Sex Machine,Bobby Byrd/James Brown/Ron Lenhoff,316551,10498031,0.99,R&B/Soul,Sex Machine,James Brown,316.551,0.030153368760294192,0.0,0.0
Blood Brothers,Steve Harris,435513,17422464,0.99,Metal,Rock In Rio [CD1],Iron Maiden,435.513,0.02499721049789513,0.0,0.0
Runnin' With The Devil,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",215902,7061901,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,215.902,0.0305727876955511,0.0,0.0
Milk It,Kurt Cobain,225724,7406945,0.99,Rock,From The Muddy Banks Of The Wishkah [Live],Nirvana,225.724,0.030474642379550543,0.0,0.0
Gone,Eddie Vedder,249547,8158204,0.99,Alternative & Punk,Pearl Jam,Pearl Jam,249.547,0.030588472658933264,0.0,0.0
When You Gonna Learn (Digeridoo),"Jay Kay/Kay, Jay",230635,7655482,0.99,Rock,Emergency On Planet Earth,Jamiroquai,230.635,0.030126777125202567,0.0,0.0
Angela,,169508,5574957,0.99,Jazz,Warner 25 Anos,Antônio Carlos Jobim,169.508,0.030405256937407768,0.0,0.0
Locomotive,Slash/W. Axl Rose,522396,17236842,0.99,Metal,Use Your Illusion II,Guns N' Roses,522.396,0.030306943696530954,0.0,0.0
The Angel And The Gambler,Steve Harris,592744,23711872,0.99,Rock,Virtual XI,Iron Maiden,592.744,0.024997773267332078,0.0,0.0
Bye Bye Blackbird,Miles Davis,476003,15549224,0.99,Jazz,The Essential Miles Davis [Disc 1],Miles Davis,476.003,0.030612653081594297,0.0,0.0
Angel Of Harlem,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",229276,7498022,0.99,Rock,Rattle And Hum,U2,229.276,0.030578197823372618,0.0,0.0
Hello Mary Lou,J.C. Fogerty,132832,4476563,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,132.832,0.02967276457407167,0.0,0.0
Bushleager,Stone Gossard,237479,7849757,0.99,Rock,Riot Act,Pearl Jam,237.479,0.03025303840615703,0.0,0.0
The Worst,Jagger/Richards,144613,4750094,0.99,Rock,Voodoo Lounge,The Rolling Stones,144.613,0.030444239629784167,-1.0,-1.0
Saint Of Me,Jagger/Richards,325694,10725160,0.99,Rock,No Security,The Rolling Stones,325.694,0.030367285895967985,0.0,0.0
Dirty Water Dog,Van Halen,327392,10709202,0.99,Rock,Van Halen III,Van Halen,327.392,0.030571092038417055,-0.6,-0.48
Times of Trouble,,342539,5795951,0.99,Alternative,Temple of the Dog,Temple of the Dog,342.539,0.05909970598440187,-0.2,-0.04000000000000001
Jerusalem,Roy Z,402390,13194463,0.99,Metal,Chemical Wedding,Bruce Dickinson,402.39,0.03049688342754078,0.0,0.0
Pretty Noose,Chris Cornell,253570,8317931,0.99,Rock,A-Sides,Soundgarden,253.57,0.030484744343274788,0.25,0.25
Bê-a-Bá,Rodolfo,249051,8130636,0.99,Alternative & Punk,Cesta Básica,Raimundos,249.051,0.030631183095639752,0.0,0.0
Esquinas,,280999,9096726,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan,280.999,0.03089012464484475,0.0,0.0
Wasting Love,,336953,8091301,0.99,Rock,Live At Donington 1992 (Disc 1),Iron Maiden,336.953,0.041643859250817636,0.5,0.3
Hot Dog,Jimmy Page & Robert Plant,197198,6536167,0.99,Rock,In Through The Out Door,Led Zeppelin,197.198,0.030170281756876777,0.25,0.21250000000000002
As Rosas Não Falam (Beth Carvalho),,116767,3836641,0.99,Latin,Vozes do MPB,Various Artists,116.767,0.030434695349395472,0.0,0.0
Boogie Blues,,204199,6603153,0.99,Jazz,Up An' Atom,Gene Krupa,204.199,0.030924468962024658,0.0,0.0
Numbers,,2609772,214709143,1.99,TV Shows,"Lost, Season 1",Lost,2609.772,0.012154917874177346,0.0,0.0
Beach Games,,1676134,333671149,1.99,Comedy,"The Office, Season 3",The Office,1676.134,0.0050233111403947,0.0,0.0
Maracatu Atômico,Chico Science,284264,9670057,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi,284.264,0.02939631069392869,0.0,0.0
Eruption,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",102556,3286026,0.99,Rock,Van Halen,Van Halen,102.556,0.03120973479820306,0.0,0.0
Tempo Perdido,Renato Russo,302158,9963914,0.99,Latin,Mais Do Mesmo,Legião Urbana,302.158,0.030325231630863134,0.0,0.0
You Got No Right,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",335412,10991094,0.99,Rock,Contraband,Velvet Revolver,335.412,0.030516707436038668,-0.14285714285714285,-0.07653061224489795
Wasting Love,Bruce Dickinson/Janick Gers,350981,14041216,0.99,Rock,Fear Of The Dark,Iron Maiden,350.981,0.024996481786192876,0.5,0.3
Somebody Stole My Guitar,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",249443,8180421,0.99,Rock,Purpendicular,Deep Purple,249.443,0.030492684911937906,0.0,0.0
'Round Midnight,Miles Davis,357459,11590284,0.99,Jazz,The Essential Miles Davis [Disc 1],Miles Davis,357.459,0.030841263251185216,-0.2,-0.08000000000000002
Aquilo,,246073,8167819,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,246.073,0.03012713675462201,0.0,0.0
Flash,"May, Brian",168489,5464986,0.99,Rock,Greatest Hits I,Queen,168.489,0.030830637077569823,0.0,0.0
Smooth,M. Itaal Shur & Rob Thomas,298161,9867455,0.99,Rock,Supernatural,Santana,298.161,0.030216606004283778,0.4,0.2
Childhoods End?,"Kelly, Mosley, Rothery, Trewaves",272796,9015366,0.99,Rock,Misplaced Childhood,Marillion,272.796,0.030259004459719106,0.0,0.0
Dream Of Mirrors,Janick Gers/Steve Harris,561162,22448256,0.99,Rock,Brave New World,Iron Maiden,561.162,0.024998022118065653,0.0,0.0
Royal Orleans,John Bonham/John Paul Jones,179591,5930027,0.99,Rock,Presence,Led Zeppelin,179.591,0.030285022311028264,0.0,0.0
The Wicker Man,Adrian Smith/Bruce Dickinson/Steve Harris,281782,11272320,0.99,Metal,Rock In Rio [CD1],Iron Maiden,281.782,0.024997693465054222,0.0,0.0
It's Too Funky In Here,Brad Shapiro/George Jackson/Robert Miller/Walter Shaw,239072,7973979,0.99,R&B/Soul,Sex Machine,James Brown,239.072,0.029981518637056857,0.0,0.0
Night Flight,John Paul Jones/Robert Plant,217547,7160647,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,217.547,0.030380913903450345,0.0,0.0
Won't Get Fooled Again (Full Length Version),John Entwistle/Pete Townshend,513750,16855521,0.99,Rock,My Generation - The Very Best Of The Who,The Who,513.75,0.030479627417034454,0.35,0.1925
She Loves Me Not,Bill Gould/Mike Bordin/Mike Patton,209867,6887544,0.99,Alternative & Punk,Album Of The Year,Faith No More,209.867,0.030470513146631076,0.0,0.0
Beth,"Peter Criss, Stan Penridge, Bob Ezrin",170187,5577807,0.99,Rock,Unplugged [Live],Kiss,170.187,0.03051145369497367,0.0,0.0
Exploder,Audioslave/Chris Cornell,206053,4948095,0.99,Rock,Audioslave,Audioslave,206.053,0.04164289489187253,0.0,0.0
Os Cegos Do Castelo,Titãs,296829,9868187,0.99,Alternative & Punk,Acústico,Titãs,296.829,0.03007938540281006,0.0,0.0
The Star Spangled Banner,"Hendrix, Jimi",43232,1385810,0.99,Rock,Rattle And Hum,U2,43.232,0.03119619572668692,0.0,0.0
My Time After Awhile,Robert Geddins/Ron Badger/Sheldon Feinberg,182491,6022698,0.99,Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,182.491,0.03030053972488742,0.0,0.0
Be Quick Or Be Dead,Bruce Dickinson/Janick Gers,204512,8181888,0.99,Rock,Fear Of The Dark,Iron Maiden,204.512,0.02499569781448976,0.06666666666666665,0.029999999999999995
Água E Fogo,Chico Amaral/Edgard Scandurra/Samuel Rosa,278987,9272272,0.99,Rock,Maquinarama,Skank,278.987,0.030088310610387616,0.0,0.0
Ozone Baby,"Jimmy Page, Robert Plant",215954,7079588,0.99,Rock,Coda,Led Zeppelin,215.954,0.03050375247825156,0.0,0.0
Bop Boogie,,189596,6093124,0.99,Jazz,Up An' Atom,Gene Krupa,189.596,0.031116386274101758,0.0,0.0
"Danny Boy, Danny Boy",E. Schrody/L. Muggerud,114520,4583091,0.99,Hip Hop/Rap,House of Pain,House Of Pain,114.52,0.024987502975611874,0.0,0.0
Bitter Pill,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,266814,8666786,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe,266.814,0.030785806872351527,-0.1,-0.05
I Need Love,Bolin/Coverdale,263836,8701064,0.99,Rock,Come Taste The Band,Deep Purple,263.836,0.030322268632893633,0.5,0.3
A Bencao E Outros,,421093,14234427,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,421.093,0.029582715201672678,0.0,0.0
Substitute,Pete Townshend,228022,7409995,0.99,Rock,My Generation - The Very Best Of The Who,The Who,228.022,0.030772220494075908,0.0,0.0
"If I Like It, I Do It","Gelder, Nick van",293093,9848207,0.99,Rock,Emergency On Planet Earth,Jamiroquai,293.093,0.02976105193564676,0.0,0.0
War (The Process),Billy Duffy/Ian Astbury,252630,8254842,0.99,Rock,Beyond Good And Evil,The Cult,252.63,0.030603856500221325,0.0,0.0
Menestrel Das Alagoas,"Milton Nascimento, Fernando Brant",199758,6542289,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento,199.758,0.03053335002473905,0.0,0.0
Tired Of You,Foo Fighters,311353,10094743,0.99,Alternative & Punk,One By One,Foo Fighters,311.353,0.030843083375178545,-0.4,-0.27999999999999997
Your Time Has Come,"Cornell, Commerford, Morello, Wilk",255529,8273592,0.99,Alternative & Punk,Out Of Exile,Audioslave,255.529,0.030884892559362366,0.0,0.0
Collision,,2605480,526182322,1.99,Drama,"Heroes, Season 1",Heroes,2605.48,0.004951667684495109,0.0,0.0
Mercyful Fate,Diamond/Shermann,671712,21942829,0.99,Metal,Garage Inc. (Disc 1),Metallica,671.712,0.030611914261374412,0.0,0.0
Rock & Roll,John Bonham/John Paul Jones/Robert Plant,242442,7897065,0.99,Rock,The Song Remains The Same (Disc 1),Led Zeppelin,242.442,0.030700266491411683,0.0,0.0
"Love, Hate, Love","Jerry Cantrell, Layne Staley",387134,12575396,0.99,Rock,Facelift,Alice In Chains,387.134,0.0307850345229685,0.06666666666666665,0.04666666666666666
Don't Look To The Eyes Of A Stranger,Steve Harris,483657,19347584,0.99,Rock,Virtual XI,Iron Maiden,483.657,0.024998315035096887,0.0,0.0
Sparks Will Fly,Jagger/Richards,196466,6492847,0.99,Rock,Voodoo Lounge,The Rolling Stones,196.466,0.030258837148018428,0.8,0.7200000000000001
New Year's Day,U2,258925,8491818,0.99,Rock,The Best Of 1980-1990,U2,258.925,0.030491115094553368,0.13636363636363635,0.06198347107438016
Janie's Got A Gun,"Steven Tyler, Tom Hamilton",330736,10869391,0.99,Rock,Big Ones,Aerosmith,330.736,0.030428199703184843,0.0,0.0
Morro Da Casa Verde 2001,,284708,9718778,0.99,Soundtrack,Carnaval 2001,Various Artists,284.708,0.029294629427691423,0.0,0.0
Fool For Your Loving,Marsden/Moody,250801,8129820,0.99,Metal,Greatest Hits,Lenny Kravitz,250.801,0.03084951450339614,0.6,0.57
Lil' Evil,,165825,5419655,0.99,Rock,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,165.825,0.030596966043041487,-1.0,-1.0
